region,office,revenue,segment
10,100,759321.9,1
10,100,742438.7,1
10,100,795901.8,1
10,100,393941.2,0
10,100,1612985.6,3
10,100,610001.2,1
10,100,281019.6,0
10,100,1239231.5,2
10,100,331405.7,0
10,100,853702.9,1
10,100,464644.6,0
10,100,1827012.1,3
10,100,430759.0,0
10,100,1416209.2,2
10,100,92654.9,0
10,100,867094.8,1
10,100,14963.0,0
10,100,1095832.8,2
10,100,1466277.1,2
10,100,1848875.4,3
10,100,1113251.1,2
10,100,453346.1,0
10,100,710531.4,1
10,100,1583274.4,3
10,100,1000533.4,2
10,100,136171.6,0
10,100,417989.0,0
10,100,791023.5,1
10,100,1860536.4,3
10,100,1088032.3,2
10,100,51165.1,0
10,100,1927853.2,3
10,100,551935.1,1
10,100,1032270.5,2
10,100,877117.1,1
10,100,610394.2,1
10,100,894969.5,1
10,100,572320.7,1
10,100,1092707.6,2
10,100,1061389.1,2
10,100,159071.1,0
10,100,1657643.6,3
10,100,155109.0,0
10,100,1214836.3,2
10,100,1185668.7,2
10,100,1175727.9,2
10,100,948162.3,1
10,100,716480.1,1
10,100,903904.0,1
10,100,1203997.1,2
10,100,1586621.7,3
10,100,1814743.0,3
10,100,1718420.1,3
10,100,885323.5,1
10,100,405357.5,0
10,100,996909.0,1
10,100,707678.0,1
10,100,461390.7,0
10,100,428970.6,0
10,100,904176.6,1
10,100,240347.8,0
10,100,886019.7,1
10,100,1140330.9,2
10,100,532847.3,1
10,100,1902958.7,3
10,100,480370.4,0
10,100,1942178.3,3
10,100,640753.0,1
10,100,226504.2,0
10,100,1638346.9,3
10,100,1372512.1,2
10,100,154924.9,0
10,100,303262.6,0
10,100,712947.6,1
10,100,604139.0,1
10,100,759376.2,1
10,100,418916.8,0
10,100,57112.9,0
10,100,930704.9,1
10,100,106121.0,0
10,100,1357370.1,2
10,100,645800.3,1
10,100,87323.2,0
10,100,687291.0,1
10,100,1300666.2,2
10,100,380827.5,0
10,100,1081957.3,2
10,100,1122821.7,2
10,100,1650526.9,3
10,100,1879579.2,3
10,100,335144.8,0
10,100,438761.9,0
10,100,1978864.1,3
10,100,551314.4,1
10,100,860187.1,1
10,100,862502.9,1
10,100,1752553.8,3
10,100,271681.2,0
10,100,1885475.8,3
10,100,569944.2,1
10,100,454181.2,0
10,100,1124692.4,2
10,100,1555071.1,3
10,100,1051537.8,2
10,100,326249.2,0
10,100,470614.5,0
10,100,528733.1,1
10,100,1819033.4,3
10,100,249739.0,0
10,100,910694.9,1
10,100,505093.3,1
10,100,440400.2,0
10,100,682601.6,1
10,100,1584944.6,3
10,100,1289159.4,2
10,100,795854.5,1
10,100,757617.3,1
10,100,1353759.6,2
10,100,1057813.4,2
10,100,647015.0,1
10,100,205483.7,0
10,100,112776.4,0
10,100,1182451.5,2
10,100,322907.8,0
10,100,1314690.8,2
10,100,1566073.8,3
10,100,1224240.6,2
10,100,1284551.8,2
10,100,813443.1,1
10,100,405895.0,0
10,100,937165.3,1
10,100,515502.2,1
10,100,9164.6,0
10,100,1610487.6,3
10,100,367214.3,0
10,100,415990.1,0
10,100,489602.7,0
10,100,1254571.4,2
10,100,1675779.1,3
10,100,136351.0,0
10,100,1031656.7,2
10,100,1347476.2,2
10,100,186242.0,0
10,100,1463050.3,2
10,100,308003.3,0
10,100,1401520.8,2
10,100,315980.4,0
10,100,689840.7,1
10,100,643226.7,1
10,100,1673076.5,3
10,100,202572.1,0
10,100,1192201.5,2
10,100,1886260.4,3
10,100,83080.0,0
10,100,65903.7,0
10,100,68116.8,0
10,100,108362.0,0
10,100,1902899.7,3
10,100,962094.9,1
10,100,1812361.2,3
10,100,1786862.6,3
10,100,1281120.0,2
10,100,841351.2,1
10,100,262970.6,0
10,100,66024.6,0
10,100,230354.3,0
10,100,1487035.9,2
10,100,158996.0,0
10,100,1959437.4,3
10,100,1879403.9,3
10,100,1656409.0,3
10,100,1337713.9,2
10,100,454784.1,0
10,100,40026.6,0
10,100,1097572.1,2
10,100,350692.6,0
10,100,651735.8,1
10,100,1608272.5,3
10,100,1172141.6,2
10,100,325377.5,0
10,100,1309872.2,2
10,100,632655.6,1
10,100,1909702.1,3
10,100,1623572.5,3
10,100,1611416.4,3
10,100,1864253.0,3
10,100,1583327.6,3
10,100,1463573.7,2
10,100,805192.3,1
10,100,45399.1,0
10,100,46092.7,0
10,100,1911568.8,3
10,100,1336415.1,2
10,100,625637.8,1
10,100,599601.9,1
10,100,1773661.2,3
10,100,1544762.5,3
10,100,876323.6,1
10,100,1876741.6,3
10,100,1479823.0,2
10,100,1558091.1,3
10,100,52939.5,0
10,100,872317.7,1
10,100,1889234.1,3
10,100,1046496.2,2
10,100,697895.7,1
10,100,97079.5,0
10,100,1177047.9,2
10,100,827226.0,1
10,100,1840424.5,3
10,100,1669425.0,3
10,100,1771349.1,3
10,100,1662744.6,3
10,100,754675.5,1
10,100,586399.1,1
10,100,311346.5,0
10,100,1913971.1,3
10,100,1285144.8,2
10,100,1350252.3,2
10,100,1683623.2,3
10,100,1533816.1,3
10,100,69693.6,0
10,100,206068.8,0
10,100,274220.6,0
10,100,523923.2,1
10,100,485128.0,0
10,100,1057974.8,2
10,100,1149407.0,2
10,100,587854.4,1
10,100,1820125.6,3
10,100,508992.0,1
10,100,501762.1,1
10,100,1952224.5,3
10,100,669605.7,1
10,100,1387900.5,2
10,100,375989.2,0
10,100,52962.5,0
10,100,1754004.0,3
10,100,331124.2,0
10,100,1337998.0,2
10,100,1322111.1,2
10,100,1047567.9,2
10,100,763079.6,1
10,100,370616.3,0
10,100,1088903.3,2
10,100,62762.3,0
10,100,536695.9,1
10,100,100539.9,0
10,100,516917.8,1
10,100,920714.1,1
10,100,1577988.1,3
10,100,813359.2,1
10,100,521820.9,1
10,100,1153166.3,2
10,100,1444009.7,2
10,100,42226.7,0
10,100,1377809.1,2
10,100,1680923.7,3
10,100,587864.6,1
10,100,448518.7,0
10,100,1352189.7,2
10,100,209441.5,0
10,100,1139952.9,2
10,100,1701940.2,3
10,100,564563.1,1
10,100,894428.1,1
10,100,508474.0,1
10,100,1735747.4,3
10,100,9519.1,0
10,100,1066391.1,2
10,100,1324260.9,2
10,100,1075382.2,2
10,100,1522214.3,3
10,100,1695573.1,3
10,100,1486632.4,2
10,100,97909.5,0
10,100,730126.2,1
10,100,267229.9,0
10,100,1849915.2,3
10,100,1294471.7,2
10,100,1269486.3,2
10,100,776273.0,1
10,100,143924.9,0
10,100,254535.9,0
10,100,734407.2,1
10,100,287429.5,0
10,100,1546337.1,3
10,100,447955.7,0
10,100,248759.5,0
10,100,535751.9,1
10,100,1115441.5,2
10,100,1285355.8,2
10,100,500512.8,1
10,100,1390900.6,2
10,100,813889.8,1
10,100,197739.2,0
10,100,1682578.0,3
10,100,1312496.6,2
10,100,1574111.0,3
10,100,1926144.9,3
10,100,438233.3,0
10,100,1945885.4,3
10,100,672471.6,1
10,100,320019.5,0
10,100,312940.2,0
10,100,1047655.0,2
10,100,101051.5,0
10,100,1130422.9,2
10,100,906174.4,1
10,100,1912470.2,3
10,100,104025.5,0
10,100,111820.5,0
10,100,777999.7,1
10,100,1682880.8,3
10,100,1501181.5,3
10,100,376327.4,0
10,100,332907.1,0
10,100,955585.3,1
10,100,299936.3,0
10,100,789976.8,1
10,100,1922375.0,3
10,100,1735133.7,3
10,100,717675.9,1
10,100,1281083.3,2
10,100,110819.6,0
10,100,1910224.0,3
10,100,1219833.2,2
10,100,1056340.2,2
10,100,735009.3,1
10,100,1345474.6,2
10,100,1796125.6,3
10,100,729613.7,1
10,100,824079.8,1
10,100,777833.4,1
10,100,668548.4,1
10,100,346472.5,0
10,100,1709442.8,3
10,100,1465598.3,2
10,100,1785610.4,3
10,100,283426.2,0
10,100,2951.7,0
10,100,1744335.6,3
10,100,1061012.0,2
10,100,1244510.3,2
10,100,265934.9,0
10,100,180303.9,0
10,100,125625.0,0
10,100,1174688.1,2
10,100,1751399.2,3
10,100,1487880.5,2
10,100,1128084.5,2
10,100,914756.9,1
10,100,1029167.4,2
10,100,1374209.9,2
10,100,1238687.2,2
10,100,467180.1,0
10,100,1128500.0,2
10,100,584902.7,1
10,100,470518.4,0
10,100,385659.9,0
10,100,1351976.1,2
10,100,1998892.6,3
10,100,1023923.5,2
10,100,451579.9,0
10,100,1351783.6,2
10,100,944223.8,1
10,100,1911853.7,3
10,100,1315848.8,2
10,100,823611.1,1
10,100,411548.2,0
10,100,723780.5,1
10,100,1181096.6,2
10,100,1405901.2,2
10,100,1672592.6,3
10,100,1427799.5,2
10,100,893624.4,1
10,100,1605790.9,3
10,100,784594.2,1
10,100,515298.7,1
10,100,108393.9,0
10,100,469781.1,0
10,100,1657106.5,3
10,100,386401.1,0
10,100,116935.3,0
10,100,683749.0,1
10,100,1827039.6,3
10,100,1614296.7,3
10,100,1887729.5,3
10,100,67067.2,0
10,100,487410.8,0
10,100,1397633.8,2
10,100,904626.3,1
10,100,1666789.7,3
10,100,1787565.3,3
10,100,953342.2,1
10,100,1944322.8,3
10,100,109878.9,0
10,100,928212.8,1
10,100,910230.0,1
10,100,441113.9,0
10,100,417123.1,0
10,100,711162.4,1
10,100,1996543.9,3
10,100,1117813.5,2
10,100,1576997.4,3
10,100,1996836.7,3
10,100,1110862.8,2
10,100,386306.4,0
10,100,1639263.5,3
10,100,1087242.3,2
10,100,1106265.6,2
10,100,520256.5,1
10,100,1800316.2,3
10,100,1003433.5,2
10,100,801636.6,1
10,100,1485341.9,2
10,100,1646262.5,3
10,100,45074.2,0
10,100,919124.5,1
10,100,1300276.9,2
10,100,232500.0,0
10,100,1942822.5,3
10,100,383581.5,0
10,100,656667.8,1
10,100,17396.5,0
10,100,1201788.5,2
10,100,290659.2,0
10,100,1045516.2,2
10,100,1117948.4,2
10,100,1854110.8,3
10,100,648953.4,1
10,100,1464704.7,2
10,100,1489468.5,2
10,100,1535946.3,3
10,100,745156.8,1
10,100,682932.6,1
10,100,984327.7,1
10,100,1222352.9,2
10,100,368316.6,0
10,100,1058667.3,2
10,100,176642.7,0
10,100,1738705.0,3
10,100,844.9,0
10,100,1447169.8,2
10,100,1041710.4,2
10,100,1944284.9,3
10,100,1886708.9,3
10,100,21417.9,0
10,100,392191.7,0
10,100,731801.9,1
10,100,721079.0,1
10,100,419896.5,0
10,100,580747.0,1
10,100,1833112.9,3
10,100,169398.7,0
10,100,213737.8,0
10,100,48871.6,0
10,100,530311.5,1
10,100,1669963.6,3
10,100,873191.3,1
10,100,502326.6,1
10,100,394514.5,0
10,100,1224324.3,2
10,100,446304.4,0
10,100,656930.6,1
10,100,1264855.0,2
10,100,1913493.9,3
10,100,631993.7,1
10,100,976212.0,1
10,100,541252.2,1
10,100,1359402.3,2
10,100,1406266.2,2
10,100,567017.2,1
10,100,1206988.4,2
10,100,654483.7,1
10,100,1004761.5,2
10,100,129163.4,0
10,100,1281721.3,2
10,100,886140.6,1
10,100,581206.1,1
10,100,1690464.7,3
10,100,376432.4,0
10,100,473898.1,0
10,100,300280.3,0
10,100,1137480.5,2
10,100,750.0,0
10,100,261945.9,0
10,100,1290608.1,2
10,100,1943215.5,3
10,100,202991.8,0
10,100,1847713.2,3
10,100,609210.4,1
10,100,607769.9,1
10,100,1297018.1,2
10,100,1077102.0,2
10,100,1894427.0,3
10,100,1372844.5,2
10,100,1871334.3,3
10,100,1401654.2,2
10,100,1445450.4,2
10,100,1366899.5,2
10,100,1327088.1,2
10,100,1814010.4,3
10,100,1272984.2,2
10,100,463566.0,0
10,100,1452356.5,2
10,100,1631609.2,3
10,100,1811529.0,3
10,100,897524.9,1
10,100,1235895.3,2
10,100,1763772.4,3
10,100,485720.3,0
10,100,1685049.5,3
10,100,1571758.4,3
10,100,1783781.9,3
10,100,475975.8,0
10,100,119101.8,0
10,100,1107594.6,2
10,100,185439.3,0
10,100,1236195.3,2
10,100,1002305.6,2
10,100,1625111.8,3
10,100,84870.0,0
10,100,1487363.7,2
10,100,1240410.6,2
10,100,1722236.0,3
10,100,1282029.7,2
10,100,327662.6,0
10,100,1526803.6,3
10,100,1255301.4,2
10,100,1677732.8,3
10,100,805957.3,1
10,100,525917.9,1
10,100,351144.1,0
10,100,1910338.1,3
10,100,1855978.4,3
10,100,1868113.4,3
10,100,1632328.8,3
10,100,1899137.7,3
10,100,1498519.7,2
10,100,1086488.1,2
10,100,900475.7,1
10,100,558126.7,1
10,100,1786293.5,3
10,100,1262708.0,2
10,100,1306063.6,2
10,100,1303772.9,2
10,100,1726729.3,3
10,100,719934.3,1
10,100,957689.1,1
10,100,526225.9,1
10,100,536870.9,1
10,100,1252352.1,2
10,100,522168.8,1
10,100,1365789.4,2
10,100,1061875.6,2
10,100,1417337.4,2
10,100,431640.2,0
10,100,1066183.7,2
10,100,1897021.2,3
10,100,1056649.3,2
10,100,1885595.1,3
10,100,1258848.4,2
10,100,36476.3,0
10,100,305719.9,0
10,100,1624754.6,3
10,100,886209.3,1
10,100,1722980.3,3
10,100,1811254.3,3
10,100,958368.2,1
10,100,955959.8,1
10,100,1954481.5,3
10,100,1922079.8,3
10,100,53328.4,0
10,100,692474.2,1
10,100,221472.8,0
10,100,1401077.3,2
10,100,328637.8,0
10,100,251702.4,0
10,100,4332.6,0
10,100,1713330.6,3
10,100,1777746.6,3
10,100,1542993.7,3
10,100,1619347.4,3
10,100,611341.2,1
10,100,1675462.0,3
10,100,1040430.6,2
10,100,519644.0,1
10,100,515373.4,1
10,100,1852738.4,3
10,100,510702.6,1
10,100,585304.5,1
10,100,990848.4,1
10,100,262228.1,0
10,100,882152.3,1
10,100,933221.5,1
10,100,1754660.5,3
10,100,1911711.7,3
10,100,1164269.8,2
10,100,1123423.5,2
10,100,1112760.8,2
10,100,1061326.8,2
10,100,1421564.7,2
10,100,1545518.7,3
10,100,1105376.9,2
10,100,228388.6,0
10,100,764807.4,1
10,100,962924.3,1
10,100,955054.9,1
10,100,1547107.3,3
10,100,592581.2,1
10,100,1561220.0,3
10,100,700791.5,1
10,100,1687746.3,3
10,100,1401689.3,2
10,100,1349464.2,2
10,100,1988929.5,3
10,100,895224.5,1
10,100,417303.7,0
10,100,1015045.7,2
10,100,1264519.2,2
10,100,833313.3,1
10,100,341741.7,0
10,100,1467843.0,2
10,100,1905636.0,3
10,100,986537.8,1
10,100,1181071.4,2
10,100,647930.1,1
10,100,1662494.1,3
10,100,1710938.7,3
10,100,1553751.4,3
10,100,1807621.6,3
10,100,395369.6,0
10,100,1001189.6,2
10,100,1549927.8,3
10,100,1476390.8,2
10,100,1990882.7,3
10,100,591190.6,1
10,100,784535.4,1
10,100,1549360.0,3
10,100,358674.3,0
10,100,403.0,0
10,100,1913037.6,3
10,100,1166188.0,2
10,100,955871.5,1
10,100,1616820.4,3
10,100,106113.9,0
10,100,1772707.2,3
10,100,937311.5,1
10,100,901033.0,1
10,100,1091916.4,2
10,100,885396.0,1
10,100,1286387.8,2
10,100,781353.1,1
10,100,1092627.9,2
10,100,502851.1,1
10,100,639505.1,1
10,100,936826.5,1
10,100,714305.5,1
10,100,544584.1,1
10,100,300626.7,0
10,100,574597.6,1
10,100,1440728.3,2
10,100,1467705.0,2
10,100,1583398.2,3
10,100,1953045.9,3
10,100,1720652.8,3
10,100,1148719.4,2
10,100,1240023.1,2
10,100,1047297.0,2
10,100,754833.0,1
10,100,1944792.7,3
10,100,771454.7,1
10,100,1668765.1,3
10,100,1442022.2,2
10,100,448420.9,0
10,100,485658.0,0
10,100,1581696.9,3
10,100,1150940.7,2
10,100,1454293.2,2
10,100,882854.1,1
10,100,398589.8,0
10,100,1347309.5,2
10,100,306293.1,0
10,100,1023189.8,2
10,100,1126840.5,2
10,100,840286.0,1
10,100,359937.7,0
10,100,1497676.9,2
10,100,633237.2,1
10,100,405940.2,0
10,100,1563334.3,3
10,100,377037.9,0
10,100,872550.0,1
10,100,1951870.8,3
10,100,483840.3,0
10,100,786269.2,1
10,100,405511.5,0
10,100,23304.2,0
10,100,1149544.7,2
10,100,171827.7,0
10,100,145915.5,0
10,100,591063.9,1
10,100,1888358.7,3
10,100,702049.1,1
10,100,525694.4,1
10,100,480342.8,0
10,100,1748402.0,3
10,100,1350842.3,2
10,100,289663.1,0
10,100,77305.0,0
10,100,841534.2,1
10,100,960364.3,1
10,100,838247.5,1
10,100,1336745.1,2
10,100,583889.3,1
10,100,1967682.3,3
10,100,463636.2,0
10,100,1118616.6,2
10,100,1786227.6,3
10,100,790919.8,1
10,100,1554356.1,3
10,100,1049959.6,2
10,100,45696.4,0
10,100,1123603.8,2
10,100,1590281.6,3
10,100,1320324.6,2
10,100,620980.4,1
10,100,1009539.1,2
10,100,474302.8,0
10,100,989830.1,1
10,100,608709.2,1
10,100,1178021.9,2
10,100,1486496.3,2
10,100,1348220.8,2
10,100,1200983.0,2
10,100,335432.4,0
10,100,198659.8,0
10,100,1383977.5,2
10,100,1942945.2,3
10,100,194176.2,0
10,100,1944207.8,3
10,100,1165273.9,2
10,100,632527.5,1
10,100,1924388.3,3
10,100,615722.4,1
10,100,1486185.6,2
10,100,1864197.6,3
10,100,1468792.8,2
10,100,1067484.3,2
10,100,137825.7,0
10,100,1531641.0,3
10,100,503719.3,1
10,100,198345.5,0
10,100,820209.5,1
10,100,1689555.3,3
10,100,374596.2,0
10,100,1611757.6,3
10,100,949215.0,1
10,100,1073413.0,2
10,100,1842282.8,3
10,100,1654691.3,3
10,100,1982947.4,3
10,100,100216.3,0
10,100,1537629.8,3
10,100,1349941.4,2
10,100,929997.6,1
10,100,1521529.7,3
10,100,494335.7,0
10,100,1791878.4,3
10,100,961817.3,1
10,100,1474209.6,2
10,100,874952.5,1
10,100,620321.1,1
10,100,1728364.3,3
10,100,442125.3,0
10,100,1588451.0,3
10,100,753057.6,1
10,100,1628512.3,3
10,100,1762105.0,3
10,100,1229704.5,2
10,100,1646966.7,3
10,100,1899327.9,3
10,100,713210.6,1
10,100,335288.5,0
10,100,1786140.3,3
10,100,1807261.7,3
10,100,131159.3,0
10,100,1021606.2,2
10,100,19514.8,0
10,100,247323.3,0
10,100,1493543.4,2
10,100,1001736.2,2
10,100,249464.3,0
10,100,542941.6,1
10,100,365850.5,0
10,100,169362.2,0
10,100,389467.0,0
10,100,1024305.7,2
10,100,1150688.1,2
10,100,69249.8,0
10,100,1603257.3,3
10,100,1607088.6,3
10,100,333010.7,0
10,100,522755.8,1
10,100,1478889.4,2
10,100,838999.7,1
10,100,31167.8,0
10,100,1939908.9,3
10,100,1257154.8,2
10,100,1164406.3,2
10,100,1885673.0,3
10,100,938430.2,1
10,100,625208.9,1
10,100,1876605.0,3
10,100,785455.5,1
10,100,1797888.3,3
10,100,1586176.2,3
10,100,862454.8,1
10,100,535057.0,1
10,100,308814.7,0
10,100,739750.0,1
10,100,1876177.0,3
10,100,261803.0,0
10,100,514369.0,1
10,100,1107293.2,2
10,100,214727.2,0
10,100,1278590.1,2
10,100,1236138.4,2
10,100,643315.1,1
10,100,1807827.5,3
10,100,1994630.9,3
10,100,1791504.0,3
10,100,647554.8,1
10,100,27533.9,0
10,100,462999.1,0
10,100,566519.1,1
10,100,1392555.8,2
10,100,1536309.3,3
10,100,1294529.5,2
10,100,1910379.5,3
10,100,537292.1,1
10,100,1693644.0,3
10,100,222667.4,0
10,100,712028.7,1
10,100,1332712.5,2
10,100,584464.6,1
10,100,1473034.1,2
10,100,901321.7,1
10,100,1927544.9,3
10,100,281969.8,0
10,100,1866534.9,3
10,100,100184.7,0
10,100,906974.7,1
10,100,933485.7,1
10,100,290691.9,0
10,100,478292.5,0
10,100,476722.7,0
10,100,824347.1,1
10,100,17737.6,0
10,100,1496303.0,2
10,100,1512482.9,3
10,100,1412060.7,2
10,100,527053.5,1
10,100,772723.3,1
10,100,1482730.0,2
10,100,704710.1,1
10,100,228375.5,0
10,100,1872994.4,3
10,100,1798427.5,3
10,100,1401691.0,2
10,100,1362727.1,2
10,100,886038.0,1
10,100,369785.6,0
10,100,1064064.5,2
10,100,110267.8,0
10,100,145398.5,0
10,100,1804541.3,3
10,100,33711.9,0
10,100,1093576.8,2
10,100,1701861.7,3
10,100,1742341.1,3
10,100,1656359.2,3
10,100,424882.6,0
10,100,1182449.0,2
10,100,1461867.3,2
10,100,91090.9,0
10,100,152864.7,0
10,100,1510289.6,3
10,100,279161.5,0
10,100,883488.2,1
10,100,1288900.9,2
10,100,1564218.5,3
10,100,30215.8,0
10,100,282473.4,0
10,100,1848485.1,3
10,100,522015.4,1
10,100,1769389.9,3
10,100,1874933.2,3
10,100,1291947.6,2
10,100,1767704.3,3
10,100,1176050.8,2
10,100,1674903.6,3
10,100,692368.7,1
10,100,1331522.3,2
10,100,1622481.3,3
10,100,811458.9,1
10,100,438650.6,0
10,100,657538.3,1
10,100,1736418.7,3
10,100,1348894.0,2
10,100,1740208.5,3
10,100,1713695.9,3
10,100,853296.6,1
10,100,1082697.1,2
10,100,806694.5,1
10,100,1779366.6,3
10,100,1294569.5,2
10,100,153659.0,0
10,100,56508.1,0
10,100,905093.7,1
10,100,600735.2,1
10,100,1562846.4,3
10,100,888389.9,1
10,100,1771498.2,3
10,100,1614424.3,3
10,100,411536.0,0
10,100,343653.3,0
10,100,1929567.6,3
10,100,1477024.7,2
10,100,618287.6,1
