Region,Office,Reveue,Segment
20.0,21.0,98862.8,3
20.0,21.0,76495.5,3
20.0,21.0,22349.6,0
20.0,21.0,3419.6,0
20.0,21.0,24908.8,0
20.0,21.0,94912.2,3
20.0,21.0,22618.4,0
20.0,21.0,27483.0,1
20.0,21.0,17109.1,0
20.0,21.0,51224.4,2
20.0,21.0,39177.6,1
20.0,21.0,16938.3,0
20.0,21.0,65514.1,2
20.0,21.0,20406.6,0
20.0,21.0,50834.8,2
20.0,21.0,36057.5,1
20.0,21.0,69092.6,2
20.0,21.0,6465.2,0
20.0,21.0,57781.7,2
20.0,21.0,51258.3,2
20.0,21.0,62515.8,2
20.0,21.0,22559.1,0
20.0,21.0,78778.2,3
20.0,21.0,17126.2,0
20.0,21.0,74174.5,2
20.0,21.0,77951.1,3
20.0,21.0,53517.6,2
20.0,21.0,77582.4,3
20.0,21.0,37515.3,1
20.0,21.0,79379.5,3
20.0,21.0,79270.2,3
20.0,21.0,17850.5,0
20.0,21.0,72255.6,2
20.0,21.0,48790.6,1
20.0,21.0,48192.6,1
20.0,21.0,18923.8,0
20.0,21.0,37443.3,1
20.0,21.0,80145.0,3
20.0,21.0,78588.0,3
20.0,21.0,88216.3,3
20.0,21.0,40699.1,1
20.0,21.0,19445.5,0
20.0,21.0,55906.5,2
20.0,21.0,12872.7,0
20.0,21.0,4433.5,0
20.0,21.0,31336.6,1
20.0,21.0,88358.1,3
20.0,21.0,55677.7,2
20.0,21.0,78088.2,3
20.0,21.0,93409.5,3
20.0,21.0,62438.6,2
20.0,21.0,78981.5,3
20.0,21.0,31668.5,1
20.0,21.0,82993.9,3
20.0,21.0,25427.6,1
20.0,21.0,96214.4,3
20.0,21.0,69844.8,2
20.0,21.0,47271.7,1
20.0,21.0,76662.5,3
20.0,21.0,42809.7,1
20.0,21.0,44509.6,1
20.0,21.0,89851.2,3
20.0,21.0,20413.2,0
20.0,21.0,31746.8,1
20.0,21.0,45810.7,1
20.0,21.0,63770.5,2
20.0,21.0,24161.3,0
20.0,21.0,1084.1,0
20.0,21.0,26990.0,1
20.0,21.0,21401.4,0
20.0,21.0,86751.5,3
20.0,21.0,86562.3,3
20.0,21.0,83339.1,3
20.0,21.0,55584.5,2
20.0,21.0,20942.7,0
20.0,21.0,10370.0,0
20.0,21.0,62307.5,2
20.0,21.0,31485.0,1
20.0,21.0,20788.3,0
20.0,21.0,4954.1,0
20.0,21.0,89792.2,3
20.0,21.0,39879.6,1
20.0,21.0,87929.7,3
20.0,21.0,39029.6,1
20.0,21.0,98831.8,3
20.0,21.0,29778.1,1
20.0,21.0,83661.7,3
20.0,21.0,63206.1,2
20.0,21.0,88488.4,3
20.0,21.0,48603.0,1
20.0,21.0,3209.8,0
20.0,21.0,79946.4,3
20.0,21.0,23519.1,0
20.0,21.0,25611.9,1
20.0,21.0,88084.8,3
20.0,21.0,74144.7,2
20.0,21.0,33074.0,1
20.0,21.0,23238.0,0
20.0,21.0,40831.8,1
20.0,21.0,33026.7,1
20.0,21.0,42922.2,1
20.0,21.0,78553.3,3
20.0,21.0,50359.8,2
20.0,21.0,95690.9,3
20.0,21.0,11940.1,0
20.0,21.0,20184.0,0
20.0,21.0,50504.3,2
20.0,21.0,19485.3,0
20.0,21.0,28420.5,1
20.0,21.0,12707.0,0
20.0,21.0,53838.1,2
20.0,21.0,45348.3,1
20.0,21.0,53646.6,2
20.0,21.0,76718.5,3
20.0,21.0,2239.0,0
20.0,21.0,86891.7,3
20.0,21.0,62582.0,2
20.0,21.0,67584.1,2
20.0,21.0,84626.5,3
20.0,21.0,80006.0,3
20.0,21.0,35109.9,1
20.0,21.0,25158.6,1
20.0,21.0,60883.3,2
20.0,21.0,87736.3,3
20.0,21.0,96635.2,3
20.0,21.0,71076.7,2
20.0,21.0,65449.8,2
20.0,21.0,20043.7,0
20.0,21.0,19365.4,0
20.0,21.0,22799.4,0
20.0,21.0,44776.9,1
20.0,21.0,31900.2,1
20.0,21.0,74917.9,2
20.0,22.0,67231.4,2
20.0,22.0,43562.8,1
20.0,22.0,56828.6,2
20.0,22.0,28834.5,1
20.0,22.0,24381.7,0
20.0,22.0,35654.2,1
20.0,22.0,77097.4,3
20.0,22.0,18735.8,0
20.0,22.0,99161.3,3
20.0,22.0,70948.6,2
20.0,22.0,8402.8,0
20.0,22.0,80417.2,3
20.0,22.0,19688.0,0
20.0,22.0,5284.8,0
20.0,22.0,17490.3,0
20.0,22.0,49570.8,1
20.0,22.0,51685.4,2
20.0,22.0,51913.2,2
20.0,22.0,37653.0,1
20.0,22.0,30966.6,1
20.0,22.0,43566.5,1
20.0,22.0,79607.7,3
20.0,22.0,70963.7,2
20.0,22.0,71307.7,2
20.0,22.0,29845.9,1
20.0,22.0,39887.8,1
20.0,22.0,21477.9,0
20.0,22.0,46250.8,1
20.0,22.0,99784.8,3
20.0,22.0,69593.5,2
20.0,22.0,39535.2,1
20.0,22.0,32136.6,1
20.0,22.0,90534.4,3
20.0,22.0,93520.3,3
20.0,22.0,87270.0,3
20.0,22.0,64291.9,2
20.0,22.0,86169.8,3
20.0,22.0,20406.6,0
20.0,22.0,58401.7,2
20.0,22.0,47747.2,1
20.0,22.0,39999.2,1
20.0,22.0,29982.0,1
20.0,22.0,94329.1,3
20.0,22.0,16935.8,0
20.0,22.0,77461.6,3
20.0,22.0,70921.3,2
20.0,22.0,61451.9,2
20.0,22.0,64338.8,2
20.0,22.0,34126.0,1
20.0,22.0,42183.7,1
20.0,22.0,39452.8,1
20.0,22.0,31782.3,1
20.0,22.0,44445.1,1
20.0,22.0,60782.2,2
20.0,22.0,79538.3,3
20.0,22.0,4339.8,0
20.0,22.0,84386.9,3
20.0,22.0,60491.9,2
20.0,22.0,12865.3,0
20.0,22.0,95106.1,3
20.0,22.0,27413.1,1
20.0,22.0,33363.6,1
20.0,22.0,9062.6,0
20.0,22.0,32569.4,1
20.0,22.0,1711.6,0
20.0,22.0,79286.2,3
20.0,22.0,6204.0,0
20.0,22.0,76782.2,3
20.0,22.0,40649.9,1
20.0,22.0,69184.6,2
20.0,22.0,96903.1,3
20.0,22.0,95702.1,3
20.0,22.0,74492.8,2
