Region,Office,Revenue,Segment
10.0,11.0,28533.5,1
10.0,11.0,40022.6,1
10.0,11.0,89093.2,3
10.0,11.0,45434.8,1
10.0,11.0,6302.4,0
10.0,11.0,41202.4,1
10.0,11.0,52279.0,2
10.0,11.0,73874.7,2
10.0,11.0,62579.9,2
10.0,11.0,69140.6,2
10.0,11.0,25726.5,1
10.0,11.0,62151.2,2
10.0,11.0,73420.2,2
10.0,11.0,36883.1,1
10.0,11.0,20404.1,0
10.0,11.0,87565.5,3
10.0,11.0,15909.5,0
10.0,11.0,2846.8,0
10.0,11.0,86490.3,3
10.0,11.0,67505.8,2
10.0,11.0,77776.1,3
10.0,11.0,4212.6,0
10.0,11.0,22223.3,0
10.0,11.0,10145.7,0
10.0,11.0,73828.1,2
10.0,11.0,85430.9,3
10.0,11.0,39196.0,1
10.0,11.0,72990.8,2
10.0,11.0,68033.9,2
10.0,11.0,85793.3,3
10.0,11.0,7406.1,0
10.0,11.0,87724.0,3
10.0,11.0,13235.3,0
10.0,11.0,1696.7,0
10.0,11.0,87591.3,3
10.0,11.0,2881.0,0
10.0,11.0,88263.3,3
10.0,11.0,25448.6,1
10.0,11.0,34085.7,1
10.0,11.0,80892.8,3
10.0,11.0,17110.0,0
10.0,11.0,28187.8,1
10.0,11.0,51897.6,2
10.0,11.0,92536.7,3
10.0,11.0,20887.3,0
10.0,11.0,28513.7,1
10.0,11.0,73241.4,2
10.0,11.0,12364.0,0
10.0,11.0,35411.5,1
10.0,11.0,40817.7,1
10.0,11.0,51254.4,2
10.0,11.0,60856.7,2
10.0,11.0,34173.1,1
10.0,11.0,49057.8,1
10.0,11.0,19238.4,0
10.0,11.0,10135.8,0
10.0,11.0,98677.0,3
10.0,11.0,59649.8,2
10.0,11.0,64633.1,2
10.0,11.0,16098.2,0
10.0,11.0,74101.5,2
10.0,11.0,10040.0,0
10.0,11.0,7846.8,0
10.0,11.0,59740.5,2
10.0,11.0,68383.5,2
10.0,11.0,34814.2,1
10.0,11.0,55342.9,2
10.0,11.0,29098.9,1
10.0,11.0,80295.2,3
10.0,11.0,49050.2,1
10.0,11.0,67775.9,2
10.0,11.0,2407.0,0
10.0,11.0,84223.8,3
10.0,11.0,46206.3,1
10.0,11.0,41660.8,1
10.0,11.0,20783.0,0
10.0,11.0,10893.0,0
10.0,11.0,3524.3,0
10.0,11.0,43389.1,1
10.0,11.0,73767.0,2
10.0,11.0,47553.1,1
10.0,11.0,42593.7,1
10.0,11.0,31911.3,1
10.0,11.0,70697.9,2
10.0,11.0,77920.1,3
10.0,11.0,78930.9,3
10.0,11.0,51136.9,2
10.0,11.0,85752.2,3
10.0,11.0,57193.1,2
10.0,11.0,27120.3,1
10.0,11.0,30724.2,1
10.0,11.0,15093.5,0
10.0,11.0,65275.7,2
10.0,11.0,40798.8,1
10.0,11.0,49252.9,1
10.0,11.0,57471.7,2
10.0,11.0,52896.4,2
10.0,11.0,35493.4,1
10.0,11.0,88242.3,3
10.0,11.0,38404.8,1
10.0,11.0,79467.7,3
10.0,11.0,35989.7,1
10.0,11.0,90401.7,3
10.0,11.0,41947.7,1
10.0,11.0,71444.9,2
10.0,11.0,95691.1,3
10.0,11.0,69410.1,2
10.0,11.0,28630.4,1
10.0,11.0,41062.0,1
10.0,11.0,50882.9,2
10.0,11.0,17631.8,0
10.0,11.0,71552.5,2
10.0,11.0,26743.9,1
10.0,11.0,95270.7,3
10.0,11.0,67051.9,2
10.0,11.0,55181.7,2
10.0,11.0,70040.8,2
10.0,11.0,1269.6,0
10.0,11.0,69312.8,2
10.0,11.0,37053.7,1
10.0,11.0,19578.6,0
10.0,11.0,40674.5,1
10.0,11.0,29701.1,1
10.0,11.0,34670.4,1
10.0,11.0,50706.5,2
10.0,11.0,60502.0,2
10.0,11.0,13156.5,0
10.0,11.0,90095.1,3
10.0,11.0,17362.1,0
10.0,11.0,90150.1,3
10.0,11.0,24707.8,0
10.0,11.0,67146.0,2
10.0,11.0,8924.9,0
10.0,11.0,66071.9,2
10.0,11.0,35622.6,1
10.0,11.0,68915.9,2
10.0,11.0,74683.5,2
10.0,11.0,83697.2,3
10.0,11.0,42324.5,1
10.0,11.0,69799.1,2
10.0,11.0,44473.3,1
10.0,11.0,16280.4,0
10.0,11.0,90508.4,3
10.0,11.0,97925.3,3
10.0,11.0,95490.8,3
10.0,11.0,89435.9,3
10.0,11.0,81301.6,3
10.0,11.0,15841.8,0
10.0,11.0,27915.6,1
10.0,11.0,71064.8,2
10.0,11.0,91736.8,3
10.0,11.0,2471.3,0
10.0,11.0,61849.1,2
10.0,11.0,47838.2,1
10.0,11.0,33097.5,1
10.0,11.0,20090.6,0
10.0,11.0,28794.3,1
10.0,11.0,43273.1,1
10.0,11.0,28668.6,1
10.0,11.0,13203.9,0
10.0,11.0,91112.0,3
10.0,11.0,71248.8,2
10.0,11.0,70495.6,2
10.0,11.0,55438.2,2
10.0,11.0,28045.2,1
10.0,11.0,21636.3,0
10.0,11.0,12153.4,0
10.0,11.0,39787.5,1
10.0,11.0,78651.2,3
10.0,11.0,21324.0,0
10.0,11.0,37876.3,1
10.0,11.0,38481.0,1
10.0,11.0,78008.1,3
10.0,11.0,80596.4,3
10.0,11.0,55076.3,2
10.0,11.0,95898.9,3
10.0,11.0,99351.9,3
10.0,11.0,41768.7,1
10.0,11.0,86809.9,3
10.0,11.0,29026.6,1
10.0,11.0,24245.4,0
10.0,11.0,36090.6,1
10.0,11.0,1734.7,0
10.0,11.0,61983.5,2
10.0,11.0,32413.8,1
10.0,11.0,52322.7,2
10.0,11.0,51350.9,2
10.0,11.0,18865.3,0
10.0,11.0,57724.6,2
10.0,11.0,56315.8,2
10.0,11.0,89066.3,3
10.0,11.0,17639.4,0
10.0,11.0,22134.5,0
10.0,11.0,92141.9,3
10.0,11.0,78678.3,3
10.0,11.0,5511.9,0
10.0,11.0,24890.0,0
10.0,11.0,18605.1,0
10.0,11.0,4552.8,0
10.0,11.0,28995.1,1
10.0,11.0,68174.5,2
10.0,11.0,48767.5,1
10.0,11.0,57539.5,2
10.0,11.0,78597.1,3
10.0,11.0,7501.9,0
10.0,11.0,36421.1,1
10.0,11.0,96540.5,3
10.0,11.0,61840.6,2
10.0,11.0,15283.8,0
10.0,11.0,26028.1,1
10.0,11.0,39565.7,1
10.0,11.0,97036.8,3
10.0,11.0,7716.9,0
10.0,11.0,96094.6,3
10.0,11.0,66755.2,2
10.0,11.0,29714.8,1
10.0,11.0,32135.0,1
10.0,11.0,8781.8,0
10.0,11.0,45035.1,1
10.0,11.0,85017.2,3
10.0,11.0,76501.0,3
10.0,11.0,34313.9,1
10.0,11.0,67044.8,2
10.0,11.0,40256.8,1
10.0,11.0,17800.5,0
10.0,11.0,55879.5,2
10.0,11.0,60886.1,2
10.0,11.0,55777.5,2
10.0,11.0,58393.2,2
10.0,11.0,11223.7,0
10.0,11.0,12762.6,0
10.0,11.0,63465.9,2
10.0,11.0,96860.4,3
10.0,11.0,82460.6,3
10.0,11.0,46858.3,1
10.0,11.0,15647.9,0
10.0,11.0,51317.6,2
10.0,11.0,62816.5,2
10.0,11.0,11669.0,0
10.0,11.0,30057.1,1
10.0,11.0,3268.0,0
10.0,11.0,89775.8,3
10.0,11.0,35617.1,1
10.0,11.0,40065.0,1
10.0,11.0,12631.4,0
10.0,11.0,43685.6,1
10.0,11.0,60021.4,2
10.0,11.0,33664.3,1
10.0,11.0,36687.4,1
10.0,11.0,19079.5,0
10.0,11.0,91262.9,3
10.0,11.0,74231.3,2
10.0,11.0,21134.5,0
10.0,11.0,73004.3,2
10.0,11.0,81150.8,3
10.0,11.0,6307.4,0
10.0,11.0,28024.9,1
10.0,11.0,35568.7,1
10.0,11.0,59017.2,2
10.0,11.0,26968.4,1
10.0,11.0,45978.7,1
10.0,11.0,55794.2,2
10.0,11.0,52245.0,2
10.0,11.0,99758.9,3
10.0,11.0,79956.7,3
10.0,11.0,69194.2,2
10.0,11.0,22351.1,0
10.0,11.0,34600.7,1
10.0,11.0,59257.0,2
10.0,11.0,6145.9,0
10.0,11.0,59429.3,2
10.0,11.0,79989.4,3
10.0,11.0,50698.5,2
10.0,11.0,90641.5,3
10.0,11.0,93288.4,3
10.0,11.0,63359.3,2
10.0,11.0,20890.8,0
10.0,11.0,10774.5,0
10.0,11.0,41622.5,1
10.0,11.0,57962.7,2
10.0,11.0,69168.3,2
10.0,11.0,30066.4,1
10.0,11.0,69214.0,2
10.0,11.0,18198.6,0
10.0,11.0,99195.1,3
10.0,11.0,57045.0,2
10.0,11.0,33968.5,1
10.0,11.0,40915.1,1
10.0,11.0,9320.2,0
10.0,11.0,48920.1,1
10.0,11.0,27184.0,1
10.0,11.0,15308.1,0
10.0,11.0,10335.9,0
10.0,11.0,18747.2,0
10.0,11.0,12877.7,0
10.0,11.0,91899.7,3
10.0,11.0,4575.9,0
10.0,11.0,56334.2,2
10.0,11.0,78001.0,3
10.0,11.0,91051.7,3
10.0,11.0,45282.3,1
10.0,11.0,40334.6,1
10.0,11.0,76964.0,3
10.0,11.0,49791.9,1
10.0,11.0,89428.3,3
10.0,11.0,87889.4,3
10.0,11.0,19607.6,0
10.0,11.0,85569.8,3
10.0,11.0,8521.3,0
10.0,11.0,19560.1,0
10.0,11.0,72176.2,2
10.0,11.0,76680.4,3
10.0,11.0,84739.6,3
10.0,11.0,14092.4,0
10.0,11.0,72325.8,2
10.0,11.0,75468.7,3
10.0,11.0,44223.3,1
10.0,11.0,23496.9,0
10.0,11.0,93814.8,3
10.0,11.0,43203.2,1
10.0,11.0,79947.3,3
10.0,11.0,83858.5,3
10.0,11.0,28152.4,1
10.0,11.0,33910.8,1
10.0,11.0,77334.5,3
10.0,11.0,93213.3,3
10.0,11.0,62223.9,2
10.0,11.0,7608.6,0
10.0,11.0,23737.7,0
10.0,11.0,28634.7,1
10.0,11.0,35083.0,1
10.0,11.0,56726.9,2
10.0,11.0,63835.4,2
10.0,11.0,67226.0,2
10.0,11.0,94634.1,3
10.0,11.0,80783.6,3
10.0,11.0,66273.8,2
10.0,11.0,74672.9,2
10.0,11.0,95456.9,3
10.0,11.0,43891.6,1
10.0,11.0,26017.9,1
10.0,11.0,39146.4,1
10.0,11.0,73151.5,2
10.0,11.0,67930.8,2
10.0,11.0,92311.6,3
10.0,11.0,51568.6,2
10.0,11.0,43185.3,1
10.0,11.0,60735.7,2
10.0,11.0,46019.2,1
10.0,11.0,45116.4,1
10.0,11.0,76036.2,3
10.0,11.0,58373.7,2
10.0,11.0,1400.8,0
10.0,11.0,33245.8,1
10.0,11.0,36826.3,1
10.0,11.0,96487.9,3
10.0,11.0,64288.9,2
10.0,11.0,49076.4,1
10.0,11.0,29356.2,1
10.0,11.0,25524.3,1
10.0,11.0,56074.4,2
10.0,11.0,77209.3,3
10.0,11.0,93199.0,3
10.0,11.0,40918.9,1
10.0,11.0,57324.3,2
10.0,11.0,22865.9,0
10.0,11.0,89113.8,3
10.0,11.0,49582.3,1
10.0,11.0,40485.3,1
10.0,11.0,49923.1,1
10.0,11.0,74083.6,2
10.0,11.0,63837.8,2
10.0,11.0,66894.9,2
10.0,11.0,43557.0,1
10.0,11.0,52374.7,2
10.0,11.0,12537.0,0
10.0,11.0,63838.8,2
10.0,11.0,81912.3,3
10.0,11.0,45738.8,1
10.0,11.0,61690.3,2
10.0,11.0,38032.6,1
10.0,11.0,38363.9,1
10.0,11.0,8133.7,0
10.0,11.0,61445.2,2
10.0,11.0,52006.4,2
10.0,11.0,50087.3,2
10.0,11.0,85564.2,3
10.0,11.0,70560.6,2
10.0,11.0,62498.9,2
10.0,11.0,59563.2,2
10.0,11.0,68460.5,2
10.0,11.0,2874.7,0
10.0,11.0,43770.3,1
10.0,11.0,16377.2,0
10.0,11.0,48926.8,1
10.0,11.0,13489.1,0
10.0,11.0,29918.3,1
10.0,11.0,52244.7,2
10.0,11.0,58992.8,2
10.0,11.0,10716.9,0
10.0,11.0,77159.4,3
10.0,11.0,47047.0,1
10.0,11.0,18366.5,0
10.0,11.0,97511.7,3
10.0,11.0,47043.9,1
10.0,11.0,33469.9,1
10.0,11.0,1794.0,0
10.0,11.0,94826.2,3
10.0,11.0,31045.3,1
10.0,11.0,25662.8,1
10.0,11.0,12251.1,0
10.0,11.0,58818.2,2
10.0,11.0,71949.4,2
10.0,11.0,89002.9,3
10.0,11.0,7882.7,0
10.0,11.0,8881.3,0
10.0,11.0,35292.5,1
10.0,11.0,98017.9,3
10.0,11.0,40175.4,1
10.0,11.0,39200.0,1
10.0,11.0,88315.8,3
10.0,11.0,86394.7,3
10.0,11.0,1673.3,0
10.0,11.0,12483.4,0
10.0,11.0,31102.8,1
10.0,11.0,39525.3,1
10.0,11.0,42914.5,1
10.0,11.0,45265.2,1
10.0,11.0,52770.6,2
10.0,11.0,39514.3,1
10.0,11.0,85412.5,3
10.0,11.0,52704.4,2
10.0,11.0,58494.9,2
10.0,11.0,22560.5,0
10.0,11.0,24938.4,0
10.0,11.0,30801.8,1
10.0,11.0,50996.9,2
10.0,11.0,71378.0,2
10.0,11.0,63771.2,2
10.0,11.0,33926.9,1
10.0,11.0,74656.6,2
10.0,11.0,59038.4,2
10.0,11.0,4674.5,0
10.0,11.0,10863.3,0
10.0,11.0,65607.6,2
10.0,11.0,86153.3,3
10.0,11.0,47825.9,1
10.0,11.0,94525.8,3
10.0,11.0,11437.9,0
10.0,11.0,96855.8,3
10.0,11.0,66802.1,2
10.0,11.0,23976.1,0
10.0,11.0,31712.7,1
10.0,11.0,30462.1,1
10.0,11.0,95820.9,3
10.0,11.0,21325.9,0
10.0,11.0,19473.1,0
10.0,11.0,50560.0,2
10.0,11.0,82674.8,3
10.0,11.0,98731.4,3
10.0,11.0,18258.8,0
10.0,11.0,29346.5,1
10.0,11.0,9418.1,0
10.0,11.0,34126.7,1
10.0,11.0,12451.1,0
10.0,11.0,36821.4,1
10.0,11.0,56702.6,2
10.0,11.0,86467.8,3
10.0,11.0,17131.3,0
10.0,11.0,88630.8,3
10.0,11.0,21948.0,0
10.0,11.0,59342.9,2
10.0,11.0,53625.7,2
10.0,11.0,14427.6,0
10.0,11.0,85993.3,3
10.0,11.0,72487.9,2
10.0,11.0,14494.7,0
10.0,11.0,77464.3,3
10.0,11.0,18017.9,0
10.0,11.0,29356.0,1
10.0,11.0,68580.1,2
10.0,11.0,86339.4,3
10.0,11.0,69298.9,2
10.0,11.0,4837.6,0
10.0,11.0,30618.8,1
10.0,11.0,94582.4,3
10.0,11.0,48435.7,1
10.0,11.0,74253.5,2
10.0,11.0,59263.5,2
10.0,11.0,37275.8,1
10.0,11.0,3694.9,0
10.0,11.0,59386.0,2
10.0,11.0,13268.6,0
10.0,11.0,73487.7,2
10.0,11.0,52700.5,2
10.0,11.0,19220.8,0
10.0,11.0,24462.1,0
10.0,11.0,34723.3,1
10.0,11.0,87555.1,3
10.0,11.0,7755.3,0
10.0,11.0,14622.2,0
10.0,11.0,77869.1,3
10.0,11.0,69493.5,2
10.0,11.0,4042.5,0
10.0,11.0,98784.6,3
10.0,11.0,62957.6,2
10.0,11.0,86312.0,3
10.0,11.0,89929.9,3
10.0,11.0,89974.4,3
10.0,11.0,60381.9,2
10.0,11.0,27633.6,1
10.0,11.0,21224.8,0
10.0,11.0,30613.4,1
10.0,11.0,45269.8,1
10.0,11.0,85052.4,3
10.0,11.0,61719.8,2
10.0,11.0,20715.9,0
10.0,11.0,13732.1,0
10.0,11.0,28937.7,1
10.0,11.0,38198.6,1
10.0,11.0,83079.8,3
10.0,11.0,33966.7,1
10.0,11.0,98663.2,3
10.0,11.0,32357.7,1
10.0,11.0,87424.4,3
10.0,11.0,85131.8,3
10.0,11.0,97913.3,3
10.0,11.0,47621.2,1
10.0,11.0,50858.2,2
10.0,11.0,58510.1,2
10.0,11.0,22681.9,0
10.0,11.0,85433.6,3
10.0,11.0,38159.2,1
10.0,11.0,22029.9,0
10.0,11.0,66754.2,2
10.0,11.0,35291.5,1
10.0,11.0,9797.4,0
10.0,11.0,22706.4,0
10.0,11.0,72131.7,2
10.0,11.0,8509.0,0
10.0,11.0,62118.9,2
10.0,11.0,80918.2,3
10.0,11.0,88489.8,3
10.0,11.0,72125.0,2
10.0,11.0,92403.9,3
10.0,11.0,60481.4,2
10.0,11.0,32310.5,1
10.0,11.0,98637.0,3
10.0,11.0,81560.4,3
10.0,11.0,98021.7,3
10.0,11.0,41456.2,1
10.0,11.0,57402.9,2
10.0,11.0,83572.8,3
10.0,11.0,47264.9,1
10.0,11.0,87552.7,3
10.0,11.0,82274.7,3
10.0,11.0,42359.1,1
10.0,11.0,59502.6,2
10.0,11.0,88181.1,3
10.0,11.0,48720.4,1
10.0,11.0,48136.1,1
10.0,11.0,57709.3,2
10.0,11.0,38916.6,1
10.0,11.0,10187.6,0
10.0,11.0,15306.6,0
10.0,11.0,53941.8,2
10.0,11.0,15000.6,0
10.0,11.0,67173.3,2
10.0,11.0,91779.6,3
10.0,11.0,39912.8,1
10.0,11.0,46634.3,1
10.0,11.0,38876.7,1
10.0,11.0,15432.0,0
10.0,11.0,54816.1,2
10.0,11.0,23489.3,0
10.0,11.0,30046.1,1
10.0,11.0,10206.6,0
10.0,11.0,44954.4,1
10.0,11.0,74776.3,2
10.0,11.0,55293.0,2
10.0,11.0,97745.8,3
10.0,11.0,3713.3,0
10.0,11.0,1297.7,0
10.0,11.0,94087.7,3
10.0,11.0,34048.7,1
10.0,11.0,81702.7,3
10.0,11.0,34879.7,1
10.0,11.0,54079.5,2
10.0,11.0,79668.2,3
10.0,11.0,40104.2,1
10.0,11.0,8843.7,0
10.0,11.0,9645.2,0
10.0,11.0,77234.7,3
10.0,11.0,69769.7,2
10.0,11.0,52690.6,2
10.0,11.0,65422.2,2
10.0,11.0,83102.8,3
10.0,11.0,4469.8,0
10.0,11.0,91520.9,3
10.0,11.0,27410.2,1
10.0,11.0,55772.4,2
10.0,11.0,29613.9,1
10.0,11.0,19134.4,0
10.0,11.0,39032.3,1
10.0,11.0,17011.5,0
10.0,11.0,35931.5,1
10.0,11.0,53154.2,2
10.0,11.0,63993.3,2
10.0,11.0,5464.6,0
10.0,11.0,46985.9,1
10.0,11.0,79884.6,3
10.0,11.0,84958.3,3
10.0,11.0,58019.1,2
10.0,11.0,37074.7,1
10.0,11.0,21486.4,0
10.0,11.0,38293.7,1
10.0,11.0,91024.5,3
10.0,11.0,54084.8,2
10.0,11.0,54923.8,2
10.0,11.0,31499.4,1
10.0,11.0,30678.3,1
10.0,11.0,87591.6,3
10.0,11.0,45162.4,1
10.0,11.0,29415.5,1
10.0,11.0,28767.5,1
10.0,11.0,68905.0,2
10.0,11.0,10564.4,0
10.0,11.0,36127.5,1
10.0,11.0,92653.6,3
10.0,11.0,85765.1,3
10.0,11.0,75236.6,3
10.0,11.0,10142.7,0
10.0,11.0,77131.6,3
10.0,11.0,68360.4,2
10.0,11.0,55835.9,2
10.0,11.0,96266.2,3
10.0,11.0,21642.5,0
10.0,11.0,73355.1,2
10.0,11.0,81284.2,3
10.0,11.0,7068.2,0
10.0,11.0,74223.8,2
10.0,11.0,97051.5,3
10.0,11.0,41512.0,1
10.0,11.0,26723.6,1
10.0,11.0,61540.6,2
10.0,11.0,90795.3,3
10.0,11.0,82785.1,3
10.0,11.0,45175.8,1
10.0,11.0,63546.5,2
10.0,11.0,58229.6,2
10.0,11.0,17574.9,0
10.0,11.0,28968.4,1
10.0,11.0,7346.2,0
10.0,11.0,24267.5,0
10.0,11.0,19332.9,0
10.0,11.0,85727.2,3
10.0,11.0,4962.0,0
10.0,11.0,97100.1,3
10.0,11.0,9706.9,0
10.0,11.0,57153.1,2
10.0,11.0,96204.4,3
10.0,11.0,27748.2,1
10.0,11.0,3738.6,0
10.0,11.0,39308.2,1
10.0,11.0,95654.9,3
10.0,11.0,52737.3,2
10.0,11.0,15544.5,0
10.0,11.0,57684.7,2
10.0,11.0,35632.2,1
10.0,11.0,73584.8,2
10.0,11.0,22894.6,0
10.0,11.0,76757.0,3
10.0,11.0,17379.2,0
10.0,11.0,34541.7,1
10.0,11.0,86648.5,3
10.0,11.0,30111.5,1
10.0,11.0,36853.3,1
10.0,11.0,27946.3,1
10.0,11.0,3128.5,0
10.0,11.0,27100.2,1
10.0,11.0,33548.1,1
10.0,11.0,18263.9,0
10.0,11.0,73712.7,2
10.0,11.0,77131.0,3
10.0,11.0,1342.3,0
10.0,11.0,35788.9,1
10.0,11.0,25607.3,1
10.0,11.0,2836.3,0
10.0,11.0,33233.6,1
10.0,11.0,25747.7,1
10.0,11.0,55410.2,2
10.0,11.0,14400.3,0
10.0,11.0,53228.5,2
10.0,11.0,58238.6,2
10.0,11.0,29755.3,1
10.0,11.0,22275.9,0
10.0,11.0,52812.6,2
10.0,11.0,28397.0,1
10.0,11.0,7096.8,0
10.0,11.0,69972.3,2
10.0,11.0,7927.4,0
10.0,11.0,44146.8,1
10.0,11.0,23240.6,0
10.0,11.0,4211.3,0
10.0,11.0,63428.9,2
10.0,11.0,38424.3,1
10.0,11.0,42105.4,1
10.0,11.0,9210.7,0
10.0,11.0,93827.9,3
10.0,11.0,15886.3,0
10.0,11.0,72276.0,2
10.0,11.0,98547.9,3
10.0,11.0,43752.5,1
10.0,11.0,40962.8,1
10.0,11.0,33429.9,1
10.0,11.0,78166.3,3
10.0,11.0,41656.8,1
10.0,11.0,53127.5,2
10.0,11.0,37399.6,1
10.0,11.0,9766.6,0
10.0,11.0,32063.5,1
10.0,11.0,80094.7,3
10.0,11.0,74837.8,2
10.0,11.0,68745.9,2
10.0,11.0,53885.3,2
10.0,11.0,30545.7,1
10.0,11.0,87735.9,3
10.0,11.0,33073.8,1
10.0,11.0,35888.6,1
10.0,11.0,36618.1,1
10.0,11.0,54581.9,2
10.0,11.0,7789.1,0
10.0,11.0,63355.9,2
10.0,11.0,87604.2,3
10.0,11.0,12864.6,0
10.0,11.0,40251.7,1
10.0,11.0,64340.9,2
10.0,11.0,48465.3,1
10.0,11.0,6995.4,0
10.0,11.0,73902.4,2
10.0,11.0,52567.5,2
10.0,11.0,16147.2,0
10.0,11.0,39781.6,1
10.0,11.0,71724.1,2
10.0,11.0,93463.7,3
10.0,11.0,32705.6,1
10.0,11.0,59340.8,2
10.0,11.0,52049.9,2
10.0,11.0,13692.5,0
10.0,11.0,13648.5,0
10.0,11.0,54915.3,2
10.0,11.0,27721.2,1
10.0,11.0,38735.1,1
10.0,11.0,25285.9,1
10.0,11.0,57681.6,2
10.0,11.0,41104.5,1
10.0,11.0,69578.9,2
10.0,11.0,27035.1,1
10.0,11.0,69477.7,2
10.0,11.0,66427.1,2
10.0,11.0,44286.5,1
10.0,11.0,28020.7,1
10.0,11.0,48415.8,1
10.0,11.0,12461.9,0
10.0,11.0,28872.5,1
10.0,11.0,42677.6,1
10.0,11.0,60306.5,2
10.0,11.0,69742.3,2
10.0,11.0,6647.7,0
10.0,11.0,8660.3,0
10.0,11.0,70509.6,2
10.0,11.0,89964.4,3
10.0,11.0,51400.6,2
10.0,11.0,49762.5,1
10.0,11.0,40470.5,1
10.0,11.0,43821.1,1
10.0,11.0,91875.2,3
10.0,11.0,37832.8,1
10.0,11.0,38231.8,1
10.0,11.0,51685.3,2
10.0,11.0,26398.3,1
10.0,11.0,84866.5,3
10.0,11.0,8668.8,0
10.0,11.0,43188.6,1
10.0,11.0,69434.8,2
10.0,11.0,79340.3,3
10.0,11.0,55015.6,2
10.0,11.0,67762.1,2
10.0,11.0,50040.2,2
10.0,11.0,35534.5,1
10.0,11.0,22203.7,0
10.0,11.0,40369.8,1
10.0,11.0,65067.5,2
10.0,11.0,79578.4,3
10.0,11.0,87309.2,3
10.0,11.0,22926.6,0
10.0,11.0,86421.7,3
10.0,11.0,76712.7,3
10.0,11.0,16230.0,0
10.0,11.0,39738.4,1
10.0,11.0,9281.4,0
10.0,11.0,72888.2,2
10.0,11.0,2385.0,0
10.0,11.0,76675.3,3
10.0,11.0,71312.6,2
10.0,11.0,20900.7,0
10.0,11.0,94047.6,3
10.0,11.0,37273.1,1
10.0,11.0,32996.2,1
10.0,11.0,68596.8,2
10.0,11.0,86005.4,3
10.0,11.0,71307.2,2
10.0,11.0,82869.7,3
10.0,11.0,58725.1,2
10.0,11.0,47402.1,1
10.0,11.0,30728.2,1
10.0,11.0,49038.5,1
10.0,11.0,44216.3,1
10.0,11.0,34674.6,1
10.0,11.0,17950.0,0
10.0,11.0,4639.9,0
10.0,11.0,50821.0,2
10.0,11.0,80974.2,3
10.0,11.0,87137.3,3
10.0,11.0,25208.5,1
10.0,11.0,9291.3,0
10.0,11.0,90647.8,3
10.0,11.0,35936.7,1
